shape,scale
0.789476558,0.136674621
0.784923078,0.137882499
0.787324694,0.138506002
0.789051605,0.136940474
0.787146921,0.136836146
0.794469257,0.132716524
0.791337001,0.132769002
0.788171773,0.141796429
0.789889455,0.140676522
0.781324707,0.13947007
0.781266085,0.141820602
0.779995607,0.14383092
0.774335576,0.143145812
0.782515675,0.144832171
0.786942843,0.143375641
0.786687708,0.134810084
0.799574198,0.135293709
0.79828399,0.132956327
0.802196219,0.130844759
0.803228778,0.137253418
0.800279039,0.134715998
0.788527948,0.13861144
0.784848259,0.139635561
0.782884527,0.136430244
0.791598619,0.134871622
0.797285861,0.138543634
0.794623346,0.135632391
0.791230007,0.136685646
0.791697028,0.135220154
0.796131714,0.133353104
0.790158996,0.131965194
0.802602654,0.133520024
0.800900533,0.131030039
0.800537137,0.134128764
0.797816529,0.13400109
0.796362637,0.133846279
0.795575704,0.133097309
0.790193343,0.132089566
0.798287224,0.133853449
0.789230062,0.13830003
0.796638537,0.135540833
0.797550712,0.129340341
0.810545742,0.125803472
0.813096416,0.128683422
0.813435312,0.125150392
0.813429625,0.128548155
0.807805311,0.130559148
0.807155858,0.12864279
0.807427495,0.129493909
0.807665783,0.134118849
0.80815418,0.129604393
0.805112231,0.131200665
0.80155596,0.130895261
0.803897062,0.129720359
0.800352853,0.127146508
0.804391446,0.130329705
0.805266237,0.130941974
0.788369465,0.13671242
0.791613114,0.137026498
0.789822651,0.139779771
0.783916261,0.142310714
0.782168775,0.135654907
0.798394964,0.133566566
0.800000442,0.133867608
0.798071689,0.134058385
0.791742931,0.131539702
0.796648735,0.137505067
0.777813438,0.137597754
0.787593113,0.139041131
0.782881104,0.137650244
0.789459271,0.137270331
0.78686597,0.137062145
0.787941793,0.139051971
0.79774295,0.130228626
0.808624064,0.1376708
0.807869796,0.136617575
0.806277109,0.125140632
0.798891339,0.129173873
0.796050882,0.132745085
0.786642588,0.136466819
0.793121216,0.134284124
0.794101354,0.135251881
0.78760723,0.140725937
0.786640343,0.13875074
0.776797993,0.142289525
0.772483306,0.142177063
0.785801847,0.1425799
0.770912273,0.141650017
0.793899374,0.137645317
0.802237595,0.136181926
0.780273053,0.143516895
0.776248957,0.141164074
0.785952442,0.139078798
0.784095018,0.139458749
0.775999911,0.144568776
0.782462389,0.137355033
0.786778701,0.138733872
0.787559256,0.138443933
0.780762949,0.137072918
0.78317173,0.138986994
0.786363269,0.137389796
0.796443861,0.132922608
0.800957434,0.136541564
0.781209317,0.145126736
0.770889023,0.142274247
0.777409318,0.143383322
0.777810375,0.144232139
0.78223496,0.142763575
0.777172935,0.144040541
0.778312422,0.144406905
0.7724591,0.144498308
0.771525731,0.1451715
0.775688385,0.140868833
0.784767731,0.1365208
0.794233049,0.136423472
0.7999518,0.13546895
0.784741221,0.13566424
0.792157489,0.134670951
0.79258394,0.133438615
0.797865321,0.133113341
0.79738336,0.132601392
0.806486689,0.12780235
0.810088298,0.130362555
0.79342353,0.131100464
0.801003285,0.1331511
0.798822907,0.131062222
0.805992812,0.12990677
0.792685847,0.142264693
0.779836084,0.144291445
0.773831896,0.141266116
0.786987008,0.13657744
0.792812334,0.135891216
0.79089332,0.138653333
0.789885923,0.141363224
0.787904446,0.13872356
0.784564057,0.140317777
0.78622801,0.136929739
0.785893109,0.139834841
0.777679293,0.142636476
0.774839761,0.143986385
0.777006025,0.142631521
0.784653121,0.135918249
0.794758571,0.137515849
0.800605842,0.131850844
0.796203971,0.135283094
0.792341494,0.131632422
0.805359806,0.125960776
0.803554881,0.126525428
0.804711617,0.135334737
0.791102298,0.137462812
0.790325032,0.137233982
0.789774193,0.142143364
0.785945977,0.138589437
0.786307074,0.141846195
0.77911248,0.140534726
0.790711729,0.134280632
0.798864841,0.133255489
0.800541647,0.131048368
0.799102608,0.133997518
0.785008967,0.141320846
0.780747542,0.138822797
0.785242384,0.138192278
0.785994437,0.13621821
0.789249502,0.138044313
0.792597678,0.136060694
0.790499272,0.135021027
0.790602976,0.134312172
0.791777647,0.136332955
0.798644249,0.131120521
0.794892237,0.135324003
0.78664169,0.141550049
0.786068312,0.137311938
0.785189937,0.142151363
0.782847607,0.143886771
0.774170289,0.142661667
0.778841833,0.141143743
0.779171865,0.142418716
0.787104701,0.138339715
0.784268926,0.139910418
0.783107586,0.144961369
0.78312109,0.141059429
0.775031981,0.139629265
0.776277538,0.141285493
0.780572298,0.139645824
0.779781547,0.139075428
0.785587452,0.134986197
0.800339479,0.1275417
0.800833614,0.136866682
0.78994825,0.137533811
0.791502346,0.135985657
0.786573181,0.136671701
0.789861498,0.135557027
0.79072795,0.134017727
0.798030678,0.134402066
0.801649018,0.133482174
0.78933003,0.138826583
0.783369345,0.139243826
0.798402761,0.135883992
0.782325116,0.135807226
0.790180926,0.134782351
0.79650065,0.13362434
0.797396239,0.13719921
0.794793238,0.137692242
0.789340696,0.138195684
0.789706407,0.136720716
0.785823409,0.142742617
0.772868479,0.146551862
0.771370427,0.143538241
0.786200765,0.133234762
0.783960236,0.143514563
0.78225252,0.140441715
0.791149542,0.135727937
0.791092092,0.137953137
0.792449205,0.136074744
0.786541819,0.137102571
0.779061579,0.137728411
0.779681219,0.144738715
0.786994556,0.14474708
0.787938042,0.134872546
0.789740793,0.134799616
0.790851055,0.13688986
0.785460365,0.140135825
0.78302009,0.136521501
0.782613241,0.138049607
0.784473281,0.138827957
0.786253908,0.140396766
0.791484474,0.136581055
0.792389092,0.135822091
0.793023815,0.135695784
0.802201758,0.128806044
0.803275641,0.128692061
0.806643075,0.128434097
0.806103278,0.130830614
0.805889404,0.133286871
0.795353976,0.131603755
0.793568784,0.132748188
0.79415708,0.138921675
0.779225523,0.143146177
0.785272945,0.136744362
0.793281214,0.141029231
0.786202624,0.133807979
0.799830053,0.1315831
0.807809362,0.13179243
0.799944452,0.13229903
0.795299528,0.137509383
0.784725798,0.134989705
0.792438621,0.135597421
0.794516355,0.134420907
0.797852909,0.133174036
0.793999369,0.13501151
0.790759134,0.138319632
0.794621552,0.134457683
0.790386441,0.135955862
0.780668759,0.144950701
0.763303035,0.152706216
0.767450125,0.140981411
0.774593924,0.137835627
0.775086006,0.145622688
0.765740104,0.147595522
0.77217329,0.147515194
0.770153857,0.142773085
0.77040858,0.14795422
0.771867199,0.149766359
0.77109888,0.145172838
0.768134934,0.142176888
0.773976143,0.146577394
0.773811792,0.146228588
0.777018708,0.143017393
0.78199329,0.143843921
0.781281817,0.141419898
0.780089012,0.145419142
0.77921656,0.143809677
0.783155612,0.138276137
0.785978681,0.136380492
0.783966081,0.143103064
0.782834911,0.136312428
0.779282117,0.137310306
0.783425312,0.141228861
0.780920857,0.142601968
0.776022616,0.142170466
0.775234204,0.142381029
0.780477431,0.132120775
0.779062708,0.136832427
0.777704834,0.136726373
0.778355106,0.13734918
0.792868654,0.136837779
0.789028664,0.136816163
0.788537185,0.138415374
0.78607557,0.138019131
0.791218213,0.132753084
0.801669916,0.131375675
0.800078567,0.130103566
0.797763188,0.131376747
0.798338885,0.132614446
0.7927759,0.137451262
0.788354476,0.140135281
0.788485897,0.140160563
0.782674631,0.135758678
0.786645566,0.139687261
0.782312233,0.142758037
0.785206646,0.136591511
0.795601409,0.134279109
0.795237097,0.13451229
0.798714128,0.136062438
0.795353643,0.136720268
0.788337971,0.133327851
0.7937683,0.14042598
0.767367013,0.151801558
0.751443121,0.156740227
0.739478895,0.159368968
0.751913077,0.155495519
0.757481776,0.146415868
0.784873863,0.143734894
0.773439178,0.145494617
0.76976129,0.141446335
0.798174389,0.14203873
0.794913003,0.130041206
0.809134888,0.130872316
0.799756723,0.135342008
0.791874798,0.134706567
0.78461615,0.135102335
0.789957634,0.139113255
0.789151992,0.135343311
0.792006944,0.133407667
0.796246948,0.132204294
0.800768898,0.12925345
0.801985141,0.124608855
0.804274203,0.138512621
0.769041108,0.144303442
0.785561384,0.141123236
0.786653447,0.13700241
0.787449123,0.136417774
0.787572421,0.13691178
0.793475152,0.137490344
0.789146046,0.136795634
0.792716867,0.132675715
0.804568028,0.12930791
0.812396083,0.128796779
0.814523843,0.123418541
0.8194886,0.125066823
0.817841724,0.125174637
0.818988631,0.12357817
0.811374114,0.131965557
0.79433174,0.135507162
0.799824756,0.131008463
0.801851068,0.136499186
0.803329643,0.12973739
0.807305319,0.131912771
0.803815364,0.13586966
0.803044115,0.129737274
0.798882621,0.131412186
0.789300631,0.137863306
0.778471917,0.138071482
0.790953998,0.136405768
0.777913782,0.140706721
0.778091768,0.143261195
0.783132223,0.14211583
0.776744014,0.142634245
0.776276371,0.140713882
0.771370562,0.148129718
0.763024785,0.149623208
0.75659531,0.151621433
0.757328415,0.149011058
0.756709692,0.149720405
0.758963465,0.152468216
0.770742075,0.151215843
0.761633026,0.153768055
0.757645437,0.156295683
0.753347401,0.149860823
0.772560483,0.140216226
0.772806632,0.140961753
0.773673385,0.141533407
0.783155717,0.139325061
0.788004947,0.134160095
0.78912134,0.139507147
0.781934952,0.145872247
0.777592669,0.136279483
0.795732064,0.136880979
0.791453207,0.136015362
0.792647557,0.13941018
0.785860478,0.136909429
0.787843917,0.137999235
0.789533524,0.134185396
0.790361275,0.143457722
0.763220494,0.145807791
0.769651288,0.142793812
0.784158303,0.141088644
0.775976332,0.14097123
0.796027296,0.131607161
0.815493479,0.124101076
0.819970766,0.121533378
0.815442697,0.125236755
0.816125998,0.125853785
0.817379589,0.122693143
0.825957896,0.126033697
0.825908798,0.124773852
0.804916471,0.130454445
0.788757579,0.133937746
0.789754014,0.130017181
0.810022718,0.124766554
0.81058177,0.130720163
0.814647891,0.131071187
0.807344953,0.131393535
0.807513532,0.12829065
0.797714729,0.134734229
0.796989441,0.136404593
0.787605538,0.141217927
0.779528035,0.141576115
0.781144016,0.140038461
0.786479728,0.139751274
0.784819374,0.136881085
0.779140833,0.143679894
0.783319782,0.135062338
0.782347007,0.13845997
0.784429908,0.139608417
0.787529097,0.136237495
0.789146621,0.139123456
0.78514089,0.137281616
0.790290823,0.138751382
0.787855085,0.137551666
0.792805914,0.135370698
0.790726525,0.138170891
0.790260063,0.140330799
0.78456457,0.142870626
0.783857403,0.142447631
0.783809792,0.141632556
0.785724116,0.137809934
0.790986153,0.137162672
0.793925252,0.141535029
0.797841966,0.134712039
0.792954318,0.137690868
0.788961,0.133195904
0.799544205,0.136152595
0.791412749,0.137354866
0.789047301,0.135586539
0.780102267,0.13914949
0.778497294,0.143223277
0.777122085,0.139247417
0.789205174,0.13608422
0.790117881,0.138344562
0.779232466,0.139526536
0.789148197,0.142815013
0.788847557,0.142699982
0.78976688,0.133521045
0.789421325,0.134977292
0.785109767,0.141550017
0.780710312,0.145700797
0.776289874,0.139832835
0.769076378,0.140391971
0.788467323,0.137005967
0.792029619,0.13554222
0.796332989,0.138708521
0.797092759,0.134978404
0.797746394,0.136231168
0.797675797,0.131398972
0.794115572,0.134884164
0.794640936,0.133012227
0.788826756,0.137051676
0.784939857,0.13600854
0.79529226,0.134926603
0.79879256,0.140245177
0.794345891,0.134644463
0.803413097,0.133574008
0.795795195,0.137720308
0.783660125,0.141819406
0.783881756,0.133807273
0.80627945,0.133012616
0.786139563,0.136790525
0.78657815,0.140243022
0.784682972,0.135108297
0.806297156,0.134911546
0.788868638,0.136974878
0.792298173,0.136473332
0.800641904,0.129634162
0.804294889,0.129963675
0.803524983,0.130669626
0.796690035,0.13607613
0.796321614,0.135603867
0.784932787,0.140346369
0.785245233,0.13997541
0.783157229,0.139392396
0.782512081,0.141463793
0.785092725,0.144140236
0.78192117,0.141502238
0.776698419,0.139867883
0.783336055,0.135771121
0.798948781,0.137367145
0.793586484,0.137181659
0.78745628,0.135526697
0.783045027,0.143296069
0.777371257,0.137147058
0.779438738,0.140663149
0.77775909,0.142665306
0.77746562,0.146742967
0.768556091,0.14811954
0.76642951,0.144737626
0.771203865,0.147818451
0.778225363,0.144694825
0.777680388,0.144660531
0.772209604,0.138421097
0.795536964,0.134955648
0.792886103,0.135944726
0.791847655,0.138906032
0.785830821,0.140786465
0.783489257,0.137685887
0.785508258,0.14001591
0.775858192,0.139757152
0.78000477,0.140619188
0.781169711,0.140142702
0.782121531,0.13991852
0.781924451,0.140699123
0.768317606,0.152011439
0.756910832,0.149979623
0.776063387,0.137908101
0.775907481,0.143543174
0.775220012,0.146264877
0.777780863,0.140114732
0.777502696,0.140834441
0.773227383,0.139173159
0.783491411,0.143040872
0.779152876,0.142442603
0.78819065,0.135844855
0.789747615,0.13228477
0.796340804,0.140572127
0.773679387,0.140335187
0.777247692,0.146013054
0.780977771,0.144185704
0.773169381,0.146036925
0.773407432,0.145923342
0.769361675,0.145764518
0.780359816,0.138658537
0.785138744,0.144609284
0.768980906,0.148843765
0.76954663,0.140790946
0.77656696,0.141663648
0.782601952,0.137129307
0.784984161,0.134500977
0.783295043,0.139058371
0.789387649,0.136526131
0.799874171,0.133745132
0.79843006,0.132846707
0.794833052,0.138122953
0.792496361,0.133601131
0.793306702,0.132566545
0.790966457,0.140964752
0.77036023,0.140007894
0.772634272,0.141747738
0.780549482,0.138625109
0.780609816,0.139089875
0.783331808,0.141536489
0.776622226,0.139696492
0.779722466,0.138382206
0.798997827,0.133583725
0.79371119,0.138583524
0.794442503,0.137271544
0.791828023,0.136564454
0.790934736,0.135720771
0.791516133,0.13219804
0.805737142,0.129289699
0.802178538,0.132498664
0.792104207,0.133202973
0.795002634,0.132524454
0.79271152,0.137713672
0.782795545,0.138532254
0.782402145,0.13773122
0.783299526,0.141612235
0.786525932,0.139127556
0.778435012,0.139002343
0.787909762,0.136503546
0.787744768,0.138487603
0.78848334,0.140134862
0.790282821,0.141514484
0.78979102,0.140282597
0.785873184,0.137734816
0.781850096,0.145143399
0.77792574,0.13987001
0.776982772,0.137690352
0.78554208,0.135817126
0.785139319,0.134200459
0.784591938,0.144286636
0.77560212,0.145231937
0.773699231,0.144661857
0.778602083,0.145082518
0.769558149,0.145386269
0.773129576,0.142980518
0.784788068,0.141487761
0.779953403,0.142155367
0.782477971,0.139396748
0.788539172,0.135961093
0.783121233,0.142560106
0.781082483,0.132989207
0.787539253,0.136128239
0.788693267,0.137980631
0.792277247,0.141078621
0.773083219,0.145062821
0.776368553,0.143441091
0.778340668,0.146664431
0.768695624,0.152214764
0.751455174,0.155319078
0.75572361,0.157828802
0.752527432,0.161346753
0.745542208,0.157034081
0.744735137,0.15315717
0.745462516,0.160136105
0.75893228,0.158810973
0.759364702,0.157224731
0.752087184,0.152966723
0.750108038,0.150140446
0.772623071,0.14331551
0.783739514,0.146227882
0.763402302,0.142885782
0.783644658,0.143084051
0.773462424,0.147461739
0.768485937,0.144778715
0.767945953,0.145742441
0.774838372,0.1461505
0.77488984,0.143699605
0.778464091,0.145925221
0.783376745,0.141897693
0.780995108,0.139914626
0.785896662,0.137366698
0.80063636,0.136893686
0.800452963,0.132884797
0.804539935,0.135315029
0.784580235,0.14035037
0.776774076,0.14258016
0.784231974,0.138255662
0.784928465,0.137061718
0.7926179,0.13543651
0.795132352,0.131677696
0.805098784,0.138169868
0.775799156,0.136807076
0.777650193,0.140471968
0.777663107,0.143268419
0.765933595,0.151578205
0.762317335,0.154137258
0.762849683,0.146408496
0.769555382,0.147603392
0.769417094,0.14737562
0.768479027,0.14729049
0.771179146,0.143509109
0.784891763,0.13439757
0.78804701,0.13840454
0.792242914,0.134613019
0.789378442,0.139577643
0.791282756,0.140800987
0.789603923,0.14418267
0.773006263,0.143862475
0.772331469,0.145332961
0.783040989,0.147415077
0.759614855,0.146140753
0.774793288,0.141955454
0.777924226,0.139540119
0.788470732,0.137922152
0.787194651,0.139368855
0.783716098,0.140123354
0.784012233,0.140254479
0.774159785,0.141819101
0.773556518,0.139306621
0.792103338,0.135440917
0.794386395,0.135826623
0.794114532,0.13564053
0.790916647,0.1350791
0.798103775,0.134814707
0.798401517,0.134737021
0.793111909,0.137494342
0.797004645,0.139005377
0.801826093,0.135054459
0.8008798,0.128689359
0.797371644,0.133081417
0.795526423,0.135144088
0.785026916,0.134220964
0.791937806,0.139125863
0.78406599,0.137297523
0.790825067,0.135543792
0.791620881,0.136496439
0.795207726,0.135510202
0.788578532,0.135201499
0.795350127,0.131759756
0.794911019,0.13539211
0.799870389,0.133357537
0.800019853,0.133160876
0.798796311,0.134776048
0.799104845,0.13217757
0.8003825,0.132202357
0.794310599,0.140789916
0.79735951,0.130018869
0.812566887,0.12524243
0.810581569,0.126435423
0.817569751,0.123741794
0.808687846,0.131946801
0.801613547,0.132075562
0.804501484,0.129274297
0.805311382,0.131028912
0.79590453,0.131088968
0.795496721,0.129379773
0.800250902,0.134959844
0.800590873,0.129856849
0.7998819,0.135503786
0.793276558,0.137290513
0.794486222,0.136255153
0.79681755,0.132058312
0.79967,0.133011523
0.802544466,0.130883886
0.811576757,0.126565567
0.812374092,0.12819393
0.800581169,0.130633955
0.800860713,0.133317431
0.785896357,0.134823926
0.783852002,0.136534524
0.788764696,0.135319868
0.792413085,0.139361079
0.784342194,0.139874631
0.773157655,0.147100603
0.766294053,0.15053686
0.763233669,0.152523464
0.760886384,0.155266416
0.757805267,0.153969196
0.763146147,0.152651029
0.76509855,0.151629497
0.756924956,0.149675527
0.77062066,0.148190171
0.771838488,0.142730617
0.774941948,0.145454032
0.778431568,0.138208719
0.78140465,0.135677384
0.79261721,0.135188377
0.792973019,0.135683733
0.790549629,0.134317069
0.79808581,0.135521293
0.784469985,0.135329676
0.781749306,0.141819483
0.780781279,0.139495672
0.778363331,0.14551225
0.778928064,0.136212456
0.800985756,0.127125522
0.808783281,0.130846366
0.809801035,0.12688181
0.802378715,0.135833208
0.804406509,0.127914703
0.811992124,0.129548584
