"shape","scale"
1.19277081653227,0.0722659412135967
1.2169784276185,0.0752515780395606
1.20503205373282,0.0785503798847237
1.17932015907784,0.0793464116016347
1.17589978808353,0.0731934687777511
1.17768928055741,0.0744905282900943
1.21243234632111,0.0741102042459054
1.20769509997407,0.0749844494019301
1.22329700788815,0.0769183268173143
1.19101778878993,0.0756713843170318
1.20531653680964,0.0743092910027234
1.22512644716949,0.0731597879005642
1.22600631000118,0.0742871706179064
1.20010849316417,0.0735107395859199
1.23310911802581,0.0745184400720351
1.24943615632415,0.077017242279259
1.18546961192912,0.0762126834262399
1.19192195191597,0.0770692791226177
1.24074313685544,0.0765382001863548
1.20320077536779,0.0760212384682099
1.231781488395,0.0737227174148906
1.22574685633119,0.0725376455561984
1.22812515229477,0.0737950021598019
1.19512770208855,0.0744393924725985
1.17602175676535,0.0732893243544966
1.1798473524166,0.0752311408029923
1.24892749219517,0.0733486735635681
1.17330267154002,0.0753478290372362
1.18002457086531,0.075419160222927
1.16423909381283,0.0732740898706041
1.23438458279578,0.0720351449618041
1.17685240831368,0.0710336987717309
1.21444336732945,0.0733678511830717
1.21907977343011,0.076143982637021
1.20713560751264,0.0733506072504784
1.19674309501769,0.0724490751444145
1.19954466627035,0.0733804192800171
1.18752206410608,0.0747005874446832
1.20304294139426,0.0729328721175979
1.23223959571277,0.0727680085237286
1.22435945343586,0.0715215750521816
1.18804756432545,0.0719694395455234
1.21980508058194,0.0764287882633057
1.24357065705897,0.0762357508086316
1.20059548993607,0.0752060714900004
1.17970565610384,0.0761760759690692
1.21524659086801,0.0718323139863143
1.22822234519673,0.0772700879223483
1.20931364625642,0.0753521964637391
1.22245379293148,0.0729877765294453
1.20791594054767,0.0720725296425247
1.20980082278513,0.0722846880001833
1.17610454128915,0.0728898402606267
1.26327164683309,0.0748440703926683
1.21272279958061,0.0746842537301531
1.21186161142305,0.0755780365804222
1.22527894420216,0.0755545093069275
1.22990827843384,0.0749353908936457
1.19232119048982,0.0772611128578742
1.2166741328363,0.0772354766431898
1.22442814801713,0.0767903573665458
1.2129288728107,0.0741839013018464
1.20446394715945,0.0735243200033168
1.19387119453578,0.0742728333399944
1.19821082469901,0.0721346123031344
1.24402875661211,0.074519478699711
1.24955362826242,0.0743761775224177
1.26407779705153,0.0752180924565602
1.17648530277944,0.0756705881214116
1.17776332984323,0.073802642352374
1.17264541075576,0.0749538422308703
1.22966869550653,0.0719834232631298
1.16311381041497,0.071979384643848
1.24655630689232,0.0765516422835508
1.16719335618565,0.0763980709615026
1.18118193110621,0.0758257828922724
1.19347447443466,0.0746369029957892
1.25701330922588,0.0740543938799275
1.19739055887034,0.0742398855792696
1.20809234359314,0.0747049170795898
1.20567821979745,0.0756926652409722
1.20907153203796,0.0764883324329487
1.23295363226989,0.074360022576522
1.16791605964179,0.0756847338580152
1.20044600702726,0.0750351147867352
1.21731479686783,0.0747230114912189
1.17956392855764,0.0747984982982751
1.22004359985804,0.0721398025873506
1.21312580888977,0.0769651387968368
1.23219912091143,0.0761375378153302
1.21603127488782,0.0759221084306517
1.24042319361424,0.0758420619318276
1.24972157058672,0.075670379085624
1.22973337691152,0.0757945564543495
1.18958381369768,0.0762323372904043
1.21852480095494,0.0745935045275431
1.17592759124378,0.0714968673196842
1.19416816774464,0.0751927153693014
1.24644858090801,0.0760455529891997
1.2481927437302,0.0735692630605327
1.24112363404943,0.0731400809395323
1.18989130545441,0.0717093501698642
1.18766239872651,0.0715382243230323
1.22805593708534,0.072389717363966
1.23736176878315,0.0769713887588531
1.26338391926711,0.0771832464642523
1.25898835638454,0.0762063303865017
1.27127249706971,0.0762975867838919
1.25100837614732,0.0730898547431996
